"Ticker","Period","Date","Open","High","Low","Close","Volume"
"WMT","Day","Aug 22, 2023",156.97000122070312,157.30999755859375,156.24000549316406,157.00999450683594,5545406
"WMT","Day","Aug 21, 2023",157.6300048828125,158.83999633789062,157.0399932861328,157.50999450683594,5226422
"WMT","Day","Aug 18, 2023",155.30999755859375,159.6699981689453,155.30999755859375,157.92999267578125,9318260
"WMT","Day","Aug 17, 2023",160.89999389648438,161.13999938964844,155.02000427246094,155.69000244140625,17871434
"WMT","Day","Aug 16, 2023",159.8800048828125,160.97000122070312,158.3699951171875,159.25999450683594,8993647
"WMT","Day","Aug 15, 2023",159.5399932861328,160.7899932861328,158.9199981689453,159.17999267578125,4853149
"WMT","Day","Aug 14, 2023",162.,162.77999877929688,159.17999267578125,160.,6937890
"WMT","Day","Aug 11, 2023",160.5500030517578,161.8300018310547,160.10000610351562,161.1999969482422,4731734
"WMT","Day","Aug 10, 2023",160.7899932861328,161.75,160.02999877929688,160.25999450683594,5056496
"WMT","Day","Aug 9, 2023",160.91000366210938,162.10000610351562,160.7100067138672,160.91000366210938,4403205
"WMT","Day","Aug 8, 2023",160.99000549316406,161.6199951171875,159.50999450683594,160.64999389648438,3672705
"WMT","Day","Aug 7, 2023",159.5,161.2100067138672,159.11000061035156,160.49000549316406,4756538
"WMT","Day","Aug 4, 2023",159.75999450683594,160.25,157.9600067138672,158.33999633789062,4754366
"WMT","Day","Aug 3, 2023",159.02000427246094,159.4980010986328,158.51499938964844,159.25999450683594,4401345
"WMT","Day","Aug 2, 2023",158.52999877929688,160.42999267578125,158.52999877929688,159.22000122070312,4220660
"WMT","Day","Aug 1, 2023",159.9499969482422,160.4499969482422,158.9600067138672,159.11000061035156,3927845
"WMT","Day","Jul 31, 2023",159.9600067138672,160.63999938964844,158.91000366210938,159.86000061035156,4344678
"WMT","Day","Jul 28, 2023",159.2899932861328,160.94000244140625,159.2899932861328,159.91000366210938,3673955
"WMT","Day","Jul 27, 2023",160.0800018310547,160.63999938964844,159.1300048828125,159.16000366210938,4466769
"WMT","Day","Jul 26, 2023",159.24000549316406,160.69000244140625,158.93600463867188,159.74000549316406,5031360
"WMT","Day","Jul 25, 2023",160.4600067138672,160.51499938964844,158.27999877929688,159.1699981689453,5184641
"WMT","Day","Jul 24, 2023",158.4499969482422,159.47999572753906,157.55999755859375,159.3000030517578,4176623
"WMT","Day","Jul 21, 2023",157.89999389648438,158.77999877929688,157.44000244140625,158.3699951171875,5653464
"WMT","Day","Jul 20, 2023",154.92999267578125,157.5500030517578,154.89999389648438,157.47999572753906,4995936
"WMT","Day","Jul 19, 2023",154.8000030517578,155.1999969482422,153.75,154.6199951171875,4124270
"WMT","Day","Jul 18, 2023",154.6699981689453,155.66000366210938,153.86000061035156,154.57000732421875,4480067
"WMT","Day","Jul 17, 2023",154.39999389648438,154.97999572753906,153.82000732421875,154.85000610351562,3378614
"WMT","Day","Jul 14, 2023",154.1199951171875,154.6699981689453,153.5800018310547,154.66000366210938,3475822
"WMT","Day","Jul 13, 2023",155.42999267578125,155.60000610351562,153.69000244140625,154.1300048828125,3953216
"WMT","Day","Jul 12, 2023",155.30999755859375,155.88999938964844,154.82000732421875,155.0399932861328,5503321
"WMT","Day","Jul 11, 2023",154.77000427246094,155.50999450683594,153.86000061035156,154.64999389648438,3821061
"WMT","Day","Jul 10, 2023",154.55999755859375,155.5,154.32000732421875,154.8800048828125,4322574
"WMT","Day","Jul 7, 2023",155.80999755859375,156.2899932861328,153.4499969482422,153.49000549316406,6591570
"WMT","Day","Jul 6, 2023",157.92999267578125,158.17999267578125,156.8699951171875,157.11000061035156,4809228
